u,v
26958,35725
7439,50400
49563,56765
22495,37417
31209,32288
52053,61999
2198,22014
97,40272
18844,21858
32255,57257
43978,60546
19684,59730
25280,41977
4014,32245
18201,50052
6977,53444
8866,62905
16619,44883
49865,55120
68003,68144
56583,66171
9530,21589
16266,38956
7522,51679
17887,56274
19997,65832
5471,59553
61745,68498
65505,66399
21044,44870
27824,66588
19054,28978
16775,31583
34222,37616
35044,40584
16728,34001
7417,38847
5764,60481
25269,27434
50182,58987
41546,48263
14528,67910
41221,61977
25669,42207
97,12697
17370,21669
38112,49304
21153,28292
45942,48583
22920,66638
5303,66174
60246,62404
35725,52622
11212,32271
751,6151
9064,62803
361,49958
2555,54310
19054,29319
37082,51355
23420,57878
12109,46632
18015,45521
8110,48777
16610,30160
27174,53801
44949,66843
43156,62604
1484,7992
6738,61147
43371,51739
39231,48212
51220,58069
37042,53023
11445,57061
42330,56504
7136,18168
16225,55445
42001,67037
1590,14381
46237,67118
21286,26304
13292,39366
16320,58776
36383,53102
9390,50205
57038,57323
30744,50363
10829,40808
30217,49369
33029,61942
3268,52771
45200,66843
8188,36860
64740,68500
6769,63697
24967,45521
14757,30559
15946,65661
1581,25645
8070,39523
25307,27363
23307,38847
37286,39378
57253,66882
42394,56780
5277,45953
4186,4553
47263,47939
6777,27735
13443,18585
23448,56948
31944,33090
9904,32935
12487,28950
7859,45523
17370,37268
23918,40316
47200,63613
56759,67130
40077,60177
18844,32408
11042,35941
47391,64988
43034,54802
25287,32506
42018,53159
3188,66253
3582,60191
47752,63182
64697,67031
35370,43777
8281,44992
54948,60282
46272,50656
45188,58546
39169,43701
10337,66017
13496,24060
18910,46419
10025,36322
17289,21587
1185,14176
43576,59142
37662,51567
38614,42162
20732,55517
21380,49418
12561,27587
39346,51844
12557,44782
43517,63526
28197,47263
42396,58988
7417,51498
24394,41687
28286,43686
18384,62732
9064,40366
23543,67464
38867,40434
12459,60445
7255,51028
4959,23918
4014,41522
18533,49658
6648,38203
52276,52315
9884,31486
33782,46193
26510,64386
36939,38957
32582,68636
31514,65622
4983,28971
18384,62905
45026,67311
4354,51824
11850,50002
22726,65091
33892,60268
14726,21895
28549,62302
44860,56384
63429,64624
11078,26398
12715,28292
45648,63904
57920,61556
35941,38150
12242,55319
5942,64383
13824,64866
36860,59077
3150,36899
20921,24986
3492,63182
10054,39696
36505,66165
9605,39773
30371,43258
48973,50295
19974,46311
35204,36039
40012,61333
32081,47911
21625,30468
50935,66882
4682,52280
1227,37008
38823,60869
27698,40905
28971,36103
45339,50996
5999,12193
11084,66289
40675,51382
62636,67869
56886,67779
29519,44427
29509,41759
4186,61623
33060,40041
54118,65338
26919,64107
50182,68567
8698,21130
3479,67887
28083,30863
8242,35336
666,42535
34989,67620
18885,62803
2536,30808
39345,46695
61333,65922
10509,21807
26596,49929
48809,66298
8350,39231
9078,27034
97,442
20692,58592
38038,49842
7048,60453
3150,51615
8727,39125
24697,49460
25197,25729
12981,28847
14745,40147
56970,57197
1338,23659
19740,40517
14988,58769
24711,49074
11078,51294
12190,27602
12703,22723
6948,61977
61648,68204
60084,64020
32408,36071
23307,27312
53907,58323
3572,10994
34598,64815
42687,61742
1931,31376
374,61422
36383,62335
34177,68457
27910,35424
16483,18252
6254,38055
3624,5263
189,66017
26180,66598
51876,52719
41589,68026
4704,42889
39085,51030
11403,67230
48570,54094
2394,17554
28671,40077
30744,40345
29635,33512
22298,41518
19734,24259
17100,40231
38264,41388
26122,46402
57183,64189
10926,44977
48264,65422
18165,36010
1099,25856
24144,24333
5379,34071
14823,38142
50662,62779
41343,60102
21049,61275
2327,50481
28163,66586
46486,47341
5390,40905
62261,68417
1552,64892
20742,67790
36860,46695
22948,29237
44427,46186
41392,60806
11040,18109
9675,13735
6142,60251
24086,33543
43803,63815
25397,46499
56602,59883
1724,52883
42923,66703
8575,64298
26394,50581
51219,61556
20655,34810
24632,32461
17329,66135
26619,33847
1268,20338
20848,48192
19615,48973
14103,24558
22996,34620
9319,46511
1110,50360
31612,33029
39728,43864
8248,45869
39659,46064
27849,39262
45181,49295
22253,46419
61520,62335
16044,21790
39044,53797
24333,65486
4450,37983
31559,64069
1227,4503
58395,61977
38785,57466
1747,58718
33179,44262
2038,60720
2705,7859
17329,22838
6517,6543
17141,20176
12863,33919
10573,23139
12439,15212
57297,61635
26440,38865
4543,36679
24856,32408
9559,60282
30946,56021
31668,60411
27587,45079
8426,10307
67014,68175
25318,53159
29754,64707
13745,15408
1227,31376
22152,44831
1299,5461
5421,22664
33315,35110
2337,60752
43974,49804
8301,49295
19720,40989
11119,42466
5942,46377
7233,24199
47814,50966
39582,43345
49074,51840
361,6517
43226,48823
22342,46895
20494,21813
6240,40280
300,57092
15100,25992
2287,45775
13179,49541
61391,67453
7233,18119
5765,26705
8411,65618
6210,64100
1931,25388
46534,62345
4194,35794
55924,63721
48604,63200
41172,67386
2168,50002
5544,18977
20169,22565
6225,8876
20449,50213
4944,30160
12587,13341
7360,39144
45736,59362
18601,49369
2508,60926
7136,8979
37417,50800
31296,42581
54321,68737
31178,42995
8301,12580
31156,32815
2459,25709
16975,49143
6773,51763
25929,44427
16574,34204
34101,63613
14745,16009
47485,58592
23307,48192
8702,36290
29976,60751
51739,56311
8558,15460
56264,66152
7181,23674
24086,37871
5823,55140
31398,43013
30834,62676
1163,10108
20394,32800
28292,56083
43919,53688
33200,56559
18977,22482
16663,58792
22133,53907
24697,57433
30160,65506
24408,39193
45749,64787
31583,56320
30371,60069
1616,45526
11078,42819
57499,65786
1099,19318
17940,28406
54218,63730
11660,63850
48570,65013
40092,41167
12890,18913
11237,42497
31729,39916
20130,50489
482,8218
17198,57820
24968,40193
19003,55951
39723,59077
15751,36860
1931,38705
17544,31668
39647,53328
22933,58162
976,25451
4104,68315
859,8167
21482,27827
52271,55229
33722,62424
10579,40750
14905,28371
13024,15604
17667,67887
26943,47969
31911,46237
29125,52259
8082,64971
6769,59946
60720,61433
25902,52419
5983,31268
26137,64332
38055,42819
26609,36718
43136,45656
2394,61918
44721,67757
36587,56798
20921,49190
40730,60697
11954,11957
30772,46001
27226,29750
29342,34787
53444,56583
46443,47357
64011,68542
15388,28175
35750,66017
6041,53777
8012,17066
6831,44104
12439,32832
4533,64426
46993,58323
39601,60516
10375,34224
30982,34121
48104,56821
1166,24856
4014,23550
5544,37780
24769,68178
13832,61212
28970,65086
23026,40105
6185,26646
17370,45107
21793,54218
28837,43481
2795,36587
414,1552
28268,53302
18699,54619
48973,67701
43345,50159
20867,35916
18297,24697
8709,16428
13960,31249
27122,61857
42999,48674
23580,51143
34463,41167
6831,37716
7660,56150
21301,47714
21286,35488
10991,28138
3088,6142
48409,55161
19105,32506
59908,61637
2934,51053
21286,33715
8570,43826
6041,55259
1116,14919
4944,45417
34990,45027
486,1747
25451,66898
15388,49172
27652,59357
22057,50278
50568,66183
4621,23543
24117,50699
18956,22838
14742,65553
3965,58423
28268,43733
40936,50449
6517,55443
6463,59986
13702,19712
4983,6397
11265,65338
42304,61345
37653,54573
10515,65786
5873,54465
31820,51751
2074,25789
41221,65922
18699,31840
16320,27480
33431,45526
19159,43785
4892,57209
50270,60762
10717,10733
52860,53517
17289,52690
39242,46660
6091,7449
24986,48823
12639,54987
44329,52344
8521,43744
10541,25442
1344,33923
26702,28549
27,50760
32800,55319
16016,65786
16291,51293
97,67415
22723,41611
4976,5833
25982,44937
53238,61294
13550,45215
22062,49908
37835,51876
57433,60885
28253,54087
17793,64100
26180,67150
3765,10907
8301,16853
20947,38682
31038,65842
19107,19111
12019,31296
13198,61857
5156,51706
18956,34926
2784,33650
9775,24725
27218,35096
5339,6517
39085,39460
44297,62670
35643,48777
6647,50709
8851,45766
17801,21776
49418,63786
28594,66644
22735,65857
21089,29859
1306,46995
3093,57369
7703,15946
50406,65183
6873,9078
30744,65586
1037,52716
11913,19073
14495,67524
9451,33650
31525,44721
21477,60516
30545,40359
46338,66564
375,57549
10659,18350
37538,64352
27469,67998
21477,42890
44605,53910
5873,57612
51659,56728
47263,58424
17075,20005
45963,50989
34598,65193
18636,63850
14068,33512
11180,31705
48973,52883
9230,29134
554,17141
4661,48248
19974,48724
34513,47415
3781,39332
46297,64332
17699,34958
32162,68265
21427,43993
30161,52033
4074,51851
12334,57605
19714,29220
11286,33715
26734,66666
10988,42528
25091,46139
21326,31583
27246,50568
1268,35480
10375,15587
39199,62936
9079,53483
3581,66936
4783,39004
30648,32162
48262,64186
20152,24326
36925,68024
48438,50109
46064,56256
43034,43037
4526,8509
44100,68111
16796,33430
20994,22838
6831,40803
18867,50360
46616,58267
49993,64332
10093,36341
20845,50159
27436,35204
9884,53737
1441,42018
7417,38253
41696,48387
24697,51783
47317,57433
22006,52160
42516,56432
4554,14031
6860,63519
28489,59343
22107,23171
19615,22916
8791,13798
29750,68566
36237,47574
27735,31250
56704,61509
6151,39053
13370,18882
67319,67822
60445,66171
40077,66593
4535,31731
30160,35725
50192,54076
1629,27652
55259,67790
17484,48192
30407,61811
17575,54519
22569,38161
47677,52986
14511,54076
39731,65687
12067,63516
39069,62803
49022,58987
37396,43169
38151,64163
8579,28222
53999,60999
21326,49165
14381,20284
33715,66995
215,20055
39555,40041
39778,41942
28779,45107
57125,63850
13110,29256
361,26398
4997,65553
22552,30863
22723,27938
13496,63303
2508,45739
19107,59730
4503,37008
30796,36775
35606,53196
3776,40322
56298,60453
20417,38074
32544,63113
16451,23717
31083,39301
18956,29373
9994,58166
1593,41221
1182,42653
47244,62936
2371,59357
27587,51160
12258,32730
20532,48773
34397,65228
2416,66505
44100,49105
2508,48002
18031,44515
3176,8511
5379,68302
20253,50673
14919,26948
36899,46487
62335,64186
8970,32547
10375,64829
32179,61622
33650,39165
5138,57433
63707,67872
19224,50182
5702,18279
10425,16455
30313,60103
52979,54843
46857,66441
36438,50786
52458,66623
7186,36865
7806,26943
5138,8109
12855,30254
13408,68480
20519,33029
26415,65826
7233,61381
9390,14823
4621,49541
8709,33923
1174,8586
31760,35096
28121,33856
15618,46344
54785,56559
12096,63156
53132,54540
31004,52344
9184,36322
33135,60246
11087,36605
41378,56256
35914,50481
10406,47409
46237,51548
10665,61999
25614,67820
14512,60999
3423,56485
46402,61262
22554,43755
7454,63706
20338,26530
34570,51824
14906,28971
26437,67757
21427,23203
12841,19123
45188,47059
27331,33512
8194,13365
47770,50659
56178,61129
47244,47822
32295,52498
55559,68288
44977,51824
56150,62597
8509,49820
43226,56343
16225,56571
24765,38730
12981,40663
21895,27587
10045,29725
18656,37220
505,20928
19073,32205
22722,56948
35911,68288
554,45385
47357,51984
39803,49356
45079,48973
6948,68319
45385,48022
54788,65562
27938,41611
22842,51808
7048,48973
24148,54122
48729,64100
27127,64171
19917,29256
20546,55803
5702,47200
16496,65199
9078,13395
1306,20279
11913,66524
13772,50231
11452,57061
10025,58529
20845,24067
9557,14823
27652,61977
48778,61556
48824,68474
30767,61147
8397,41127
21427,61839
13333,24409
10756,46338
9605,23923
14783,64741
19974,46740
5339,39085
12334,57820
13799,58456
9217,21286
28633,41074
48262,63786
38253,45107
10442,61069
18063,27434
4866,53328
3423,58133
16522,61942
17047,35863
6831,30770
4223,10606
6975,45385
19997,47132
34142,52762
9983,47490
32449,43783
26304,27246
13098,36400
6890,58028
18191,68597
38831,57942
43171,51376
9533,65017
7648,48028
7073,34869
30325,60931
36767,57197
44805,45526
30478,57584
1931,43948
47451,60678
15910,32245
43272,58365
12981,36860
29546,45739
26793,51751
4988,59789
859,9216
33103,65553
39345,61129
47884,53501
54652,57365
981,62925
53784,59391
4436,7268
58133,64103
25027,61101
3106,19045
24178,30766
8601,17793
48427,52635
10677,12194
9117,63113
36223,38315
58546,62541
44350,59169
18778,36438
888,6366
36619,57050
6738,37417
13198,27122
6578,35063
8275,43090
50205,56120
6531,46517
374,60087
33847,58887
19091,68744
60086,65687
57758,68711
11180,56083
13752,58773
33182,41537
12143,47057
37059,53601
6517,18433
18908,45712
30772,33512
40048,50714
27888,62099
9901,42770
34101,34513
7073,20901
25397,64383
10282,46139
7815,50943
22301,53996
41458,49332
13239,25019
60110,62302
22961,42207
9618,66823
23282,47770
12175,15212
58622,68204
27312,40894
31852,57612
18459,65864
13107,47770
21669,47703
23203,42516
32606,55625
47406,47409
34138,46798
27312,27652
16266,52766
9219,59806
36522,57246
17066,41115
12418,53844
9010,18348
19615,25188
58748,67569
40113,52659
30012,62302
720,48248
40041,66644
13872,19299
24645,41043
22722,44820
56982,60024
39582,42431
25844,30012
12457,55319
4086,56725
7048,14017
45749,46139
35280,39437
22057,25493
7714,50182
34926,68176
15253,51327
40559,42230
1441,51240
4914,40280
10598,67872
3479,59519
3773,57820
19342,41935
26596,45692
34800,53088
42856,55575
13150,19699
880,49369
12334,53349
37313,51176
3094,25137
43076,51833
17174,43752
10115,12841
8271,11101
2009,7346
13960,27066
43752,48984
21570,67026
4704,19105
53387,65208
39173,59946
55319,56343
29437,33454
11660,31525
15460,56424
34121,35725
38264,61832
54846,63697
46924,60799
6181,39963
39647,57597
33179,50449
38127,50786
18348,49480
1268,9208
33426,52121
7136,9082
18779,66144
31807,48624
23023,30495
51204,56382
27246,60516
10772,43801
39723,55735
17575,64720
9746,11616
6224,6949
32546,67826
35154,51221
14030,33980
14726,45863
6435,42770
5263,24959
24295,61475
36679,54241
26422,49743
32838,57878
40334,45124
9701,10068
1616,36103
15662,49473
51092,54615
6701,47458
24394,35376
14456,52373
21598,65208
43435,62741
3011,15388
18352,39647
20834,49199
20152,56704
40346,45983
2061,22621
5450,66849
3873,6859
4692,41467
15946,61275
20670,57605
48973,62044
26304,33617
2442,18384
11513,58988
25715,37667
2101,43919
8307,23687
4984,64866
10737,17289
21301,33246
4793,14103
45541,57444
18109,20045
10108,47317
702,48002
11953,41302
14888,26021
18165,36540
12557,15201
41238,45669
20921,48212
61558,62508
6776,41920
7048,62044
24295,27967
17030,63805
63279,66017
35427,45079
11403,15032
36412,51808
31671,52565
41519,55548
31860,66474
11078,24711
2371,19133
1579,25982
49908,59357
11224,38203
46064,68024
10535,17691
22280,46419
24875,34546
32635,38485
62695,66588
15389,16570
62659,66998
20167,33273
43105,45942
40924,68400
35301,63543
23282,43566
11688,61449
9746,42913
7346,36144
38818,46660
46672,64142
19714,31860
30896,37780
26707,50568
40438,58120
7988,15388
16958,45692
54076,63938
30997,41518
6834,13762
21170,41465
55735,63113
56348,57553
30610,55319
48576,54424
44515,61421
8121,50481
37185,58028
12227,45666
18533,66820
39791,47725
14642,19268
14919,49970
32595,56867
4344,29342
273,58348
39835,46186
48073,67652
764,61977
45848,47946
26805,64383
16685,22726
554,47226
2670,54369
5277,43090
39378,41378
21518,48886
10225,62597
4561,47339
46585,60284
20540,32408
60268,63805
5702,67701
25151,66518
3196,39616
39460,42952
20394,32288
37025,46798
13234,19133
9793,68025
19420,49726
26827,37392
13234,49908
30545,55962
21669,30160
20394,21669
42496,61843
60956,62044
8558,60569
480,26304
16164,35021
965,54369
6041,24863
53406,53407
42521,58462
15355,58210
10425,10631
5201,20338
4389,45526
6435,20152
22327,34618
4318,52725
33617,44515
28753,33919
6251,35707
21869,25029
29334,42260
18384,49143
13133,67617
30424,53643
11755,50033
16064,26541
54424,55079
11616,42892
15587,22408
52149,65322
2079,20394
66612,66739
49600,51679
296,42913
16934,47967
49149,65562
19808,48724
34633,42388
23072,40370
11616,33543
10011,29509
818,20279
48903,65185
14394,54218
35301,51108
3192,68205
31452,32309
56321,61423
38614,45869
6397,66171
12818,21858
4535,15408
48299,58926
2371,57197
20125,25524
3359,58552
9184,54310
24765,38123
491,12492
2965,21312
40894,49658
35699,51857
30161,33919
50330,67619
28461,31907
11078,48098
49074,49958
20036,36072
33454,66689
25032,27888
54218,65486
15460,19028
5339,51840
4825,45385
34670,65022
6435,29928
18634,49804
10737,12067
9356,13960
33894,35651
25569,49418
42582,55735
16796,33715
29935,56177
39920,57820
18024,49216
3175,68727
26943,31872
20420,34475
58395,63009
58702,66995
4808,63252
19974,56184
28406,62316
31984,68711
12015,37343
29717,47458
13874,58965
20471,68144
11986,53192
16619,19469
47217,54262
20253,33104
37716,67299
27343,36180
17963,32562
18109,50270
24117,24443
64631,66154
14047,52239
34735,41221
49181,62646
5745,35455
23420,64100
7181,28534
33617,56010
6156,62015
12000,56716
9356,62824
5914,47747
26712,33721
554,5187
14324,56150
29808,34827
6448,16933
924,36894
25163,54809
16016,55570
26503,66217
25163,29732
17487,56781
33263,50878
26661,58653
6517,39085
5187,51707
28759,57920
32162,41967
48886,54375
2194,2270
49299,51989
7736,26220
4106,42995
4127,15678
60982,63726
6717,47053
3342,8465
7454,61333
12334,66165
2110,47357
10991,38204
3315,61323
14324,36594
42067,56663
8079,11427
10717,43826
6701,18844
175,17384
44262,62435
6142,15219
273,24295
3773,49509
47392,50371
49563,61977
45898,53501
5702,36472
38369,67166
11913,49743
1035,19684
1203,42951
16854,36112
56586,65814
51741,54654
33782,66932
3423,34989
14456,59730
50231,54268
12799,31729
27926,66820
9451,63966
12411,32575
1481,54987
17801,38038
40135,55140
44820,58188
9930,23018
45135,52622
35651,62936
49958,51294
19365,40010
39960,47146
8660,44572
40564,57466
41127,64332
14425,33426
15826,62404
3492,53798
15100,31145
32611,41546
57820,67802
21952,56628
43879,46077
9154,64447
22386,61169
8661,65199
9895,63699
4983,12459
48192,62227
31986,57371
21380,51028
11423,43776
7974,56586
7591,60999
20944,46377
25163,59949
5702,48973
15304,67453
14456,19237
35045,68537
57626,63850
16031,58120
40041,44534
2689,64298
25669,42538
1126,7566
26122,47569
13095,34268
26724,34397
45390,59145
18204,33262
7233,31240
31452,32905
37716,44842
9395,17329
17141,31760
26127,59730
45339,63805
43889,56237
32930,50390
12283,38818
50360,61333
33847,54424
9494,56482
3342,56008
8070,9064
61391,67619
4894,43076
13554,15016
42162,63721
477,19318
30911,60030
22490,38946
19045,65486
26756,49105
55869,56120
34463,68112
32635,61069
38203,50029
1441,18120
8876,35103
3965,60368
8660,32803
15253,26530
34926,61777
49040,63182
45666,47924
43002,67887
23420,42995
17878,28426
37286,41137
37417,68571
18720,44860
34869,66882
22408,30863
39460,58133
40327,63979
36138,50786
6622,15023
48098,58037
13960,20883
45079,51327
13735,21907
58822,63009
17109,45663
5800,19660
34958,68175
35427,63613
20994,48192
40730,41948
18908,54915
57626,68204
28779,49970
17384,30744
12190,60301
19974,28633
51962,55787
39807,51388
2619,15106
10278,47677
27876,33512
21209,38466
26220,61742
20394,61742
49958,51840
46193,57377
34926,50400
43080,65114
12109,64826
13496,38465
4674,34503
22726,31503
1441,28042
25982,38384
11660,58231
8208,36223
19512,50400
35300,51604
6472,6561
26641,39647
6151,26977
19615,35113
19281,55173
45632,61637
9037,52622
17601,32992
44996,65825
7990,13244
25756,28262
5823,48780
17431,64988
5443,65687
11913,59399
4798,17431
48127,56704
7233,68385
5566,35606
9167,57794
20394,48427
7594,47623
41759,68111
48002,54652
16455,35110
22057,65805
7696,22135
3890,20005
7914,20046
22275,53481
34417,67026
27723,61338
40262,67464
12655,24397
47712,48076
4554,54310
21978,29862
5138,20994
66288,66440
5873,67996
20420,38264
40370,65091
22498,35117
1174,37800
3175,68041
36540,55133
25035,42516
8123,9169
16521,51277
29326,64640
18147,53874
52959,59085
28209,54519
10732,18656
2943,10653
42163,50676
40675,52762
36033,50073
30160,55735
30392,33789
42653,63113
4763,12557
60184,66638
25188,62316
50688,54369
273,63113
34735,56167
12272,39835
39173,44782
2600,31731
14764,49817
7566,19782
5349,55610
22107,47049
24231,48002
16679,27602
2869,38419
9656,41477
12242,62044
10803,65786
46406,46407
9790,48120
40719,60374
5702,12457
22157,38334
34101,57885
8391,48900
35154,51235
49176,64988
33273,39916
23013,66513
3480,56091
215,24558
9281,20253
8672,56916
19111,57605
24067,52835
18168,31670
36679,49548
7491,22002
32324,55625
18533,57739
35630,48570
374,19365
39810,46919
62493,66399
57829,62335
25655,59722
8253,27728
10840,43226
4944,23560
22643,65832
8495,64908
20279,36805
1344,54012
34633,58926
53676,64720
32833,38055
7470,64430
11002,36138
8765,11012
38011,52463
5187,55266
15347,38818
32109,68329
16291,24970
10170,65486
23602,47116
3470,45632
290,37008
27122,48570
25027,25239
28406,30012
20535,34483
8081,30378
47677,66165
31028,32759
27266,42495
14304,61796
15441,45539
20166,47116
5421,47200
34417,36163
2517,22153
3890,41101
17885,41906
8339,27154
16035,42770
16413,34989
7912,24059
16044,39835
25714,60927
11059,53942
29214,35606
8672,32661
17162,47677
22838,31990
20793,50884
57052,57209
19660,63966
24805,55737
50149,58301
45898,64865
16587,63504
16,65553
50118,64068
42460,60075
26632,29237
19123,32583
15896,53442
23037,43226
15755,53997
65017,66778
17793,61826
41687,51464
7859,40517
32259,66612
3125,13318
22564,50271
51827,65422
29595,33454
5482,60188
36103,61942
8875,47238
22594,26756
19045,40077
44934,50970
18433,47542
47249,68323
3624,62746
26661,32814
9746,15957
13648,42581
24443,36209
60068,63200
4247,55515
47116,51720
11759,36192
51477,63786
8116,8854
17511,50323
35204,67273
21130,40517
39202,42814
35280,60926
27865,64960
7272,58702
28119,34122
44804,53974
54042,60830
3827,23525
11557,58006
9902,62235
16521,28320
11074,50213
65013,66652
43718,56177
50213,66495
8979,23701
59790,62767
25518,44545
6466,32800
25449,35427
13113,40987
20218,60575
55502,59834
37486,49223
34071,35280
13648,26654
50642,61345
35867,37292
8301,12818
33093,58086
1337,16765
7859,22462
1147,9170
8661,38826
62427,63272
28240,35113
2658,48022
52516,57398
3249,40803
13496,26509
2110,10957
20615,37667
7668,20152
5421,52690
33755,46695
27319,44262
39688,48387
24317,27154
27674,44866
5379,65086
4967,46402
13153,57209
24231,31296
33047,33430
2432,66262
2177,9207
955,52313
44977,46616
50600,52280
10515,20152
33786,68288
27737,37152
33512,33617
23825,46344
51512,53601
17081,26196
32162,66561
39523,58738
42581,55735
40987,52711
7379,45079
1854,47263
21858,63113
35910,40674
23816,64658
19615,61796
32832,46919
16921,22123
3470,40221
15083,39460
21952,58685
9483,14958
5138,58006
9837,27967
7120,52204
16854,18269
22015,66495
62494,67872
37780,52237
59190,59238
4866,13962
23605,35043
9503,62424
6309,14823
2869,31890
47374,50913
4476,19926
62345,66638
38892,49304
49016,58611
32832,64950
30545,30909
22471,26437
24721,30160
4554,65422
37737,43345
31145,62725
9975,13234
21895,67464
24990,37502
27967,58887
7914,19082
49418,53676
5339,51294
43919,54818
31240,57295
13700,17150
14381,54321
7590,28284
19782,39069
10017,50736
10532,24866
19747,21380
7660,46695
26997,45963
18113,49161
19808,57885
9227,48437
40803,64183
30318,66026
34071,55319
22133,56704
15662,63142
14017,22306
29546,29715
24397,59084
30313,47317
5510,59819
7048,49951
4920,19666
23171,39803
5461,21807
9026,21093
14342,68312
2336,66612
11683,64142
13745,65946
58035,59276
34101,58932
13648,40517
159,62708
11442,22838
20279,47390
44029,61425
7463,59928
18908,53499
18432,65168
3873,56487
7361,14176
34747,44438
360,43345
10717,14324
52680,65394
31762,41101
32449,34744
40100,50709
9513,57772
39320,51070
9703,35910
21800,40625
18656,36223
34787,68161
10923,16570
9701,14017
5277,43345
8140,68288
290,6517
43169,51374
39085,42819
5263,33866
54915,65338
16278,55443
3826,12418
57365,61232
18533,31832
7593,67983
23514,45924
7859,36687
14017,30744
9746,30545
44600,60546
5919,49033
25655,49978
12283,44541
7201,46879
25197,56120
16654,65185
1118,21144
30160,38253
3423,58685
26948,64143
10431,19470
15618,51840
15618,38055
17793,63805
3769,67851
50445,52622
18956,19660
12697,15013
4389,28651
21691,35280
10677,22172
14481,26461
48387,62644
48993,53907
9207,27587
49939,66135
54652,64813
36138,58729
24167,27799
25820,43822
5424,35132
46297,64553
4890,54675
21978,47541
880,1695
4912,5392
28001,55140
23307,33200
21813,58989
16046,60295
66704,68057
22240,22492
8733,23282
6055,26398
8527,8851
3826,6489
5999,34477
41137,68385
5806,41176
22035,23448
23825,39085
39127,56518
14356,34417
1613,58588
31670,32661
56569,63793
34005,39190
23825,49074
38419,66612
27587,50568
34138,49074
52030,66505
47822,52922
34463,68111
10515,51191
30254,43576
37220,60804
20599,67299
23545,53627
35300,57942
36138,49573
42653,66829
12457,67701
36192,65086
18127,62972
31944,40852
6809,46404
8733,44762
16278,60604
34138,57829
11403,35606
5138,5649
40328,56602
25032,62099
21380,45523
57246,57772
36860,57628
58462,63850
22553,33810
10024,31612
47049,49356
21312,46660
35045,68265
41238,50054
15757,39460
14344,25291
10947,15396
16883,65259
26122,60885
33431,56583
41270,45715
7183,32254
5919,23942
59471,62731
1590,46517
4621,7522
33090,40852
26650,63223
15439,67406
33315,45521
9768,61757
64931,66903
7049,59928
42230,53064
19268,43798
7273,42632
22133,31195
14530,49418
11977,30037
15604,40014
27910,41518
26503,67493
48973,56343
40517,49794
28491,62306
31670,38112
2964,11532
23420,61999
25789,44004
50056,60797
35455,50835
13745,34222
5451,10669
19324,43318
2317,13052
20104,46569
36383,52458
31312,34820
10087,34871
30744,44753
63382,64702
46247,50090
67091,67092
31103,56780
16164,49541
15947,62050
2332,39808
9557,13885
40675,54845
1268,37835
23064,34159
3479,43002
3572,64020
12497,53733
11105,55120
5544,15393
14866,27355
554,49600
29373,32465
21699,31993
28320,40894
12799,39648
33179,44782
18063,55924
42001,62345
30217,35280
22031,23829
20615,62551
41270,48570
21895,39773
50794,51741
22643,32136
43974,49299
18279,34513
1481,47541
3423,38831
36605,37653
32054,55140
1613,43345
10431,37963
18165,52116
15503,29928
19299,55625
6596,38945
18063,54699
6183,22566
6900,67722
43879,61262
41608,60177
39925,48262
54556,54785
21904,28030
33182,37392
19275,26629
13426,34931
42804,44782
34236,62541
40895,53777
12949,41687
4521,44934
23970,63938
19436,26596
1765,13872
21624,58785
34138,58410
53676,66820
57739,66820
35217,45186
6397,28971
30744,42940
25328,45643
30073,49939
18533,28090
29509,33755
19518,37851
33892,53086
20921,58549
5303,27122
6975,57878
51185,54042
49165,59702
31307,36949
3465,30160
16496,38826
31051,54369
1539,10445
6975,44762
23744,53638
9082,52762
31702,52259
1121,16853
16570,39021
19280,52556
47293,59819
25027,54652
27698,29256
15343,60481
23448,66399
40112,67149
16053,42186
12227,64063
10431,18433
49743,66524
51962,59471
8570,8803
43822,53974
43864,54321
56995,58222
4394,14888
23203,36223
13388,45319
52458,59846
35606,45319
49511,51565
16044,24059
19519,36340
40290,55173
21380,41687
17217,17289
45402,59126
1185,7361
48022,55570
17030,17066
18634,40631
28141,28837
16733,38929
6466,55319
27587,62227
6831,39916
42378,53302
40292,56126
11720,16320
4997,60861
41137,68251
41205,41601
7322,64477
5033,18533
39244,46534
19974,66135
14847,27328
40098,51351
2754,63332
230,57323
8271,35703
10677,28950
16026,68114
7233,19718
2794,62046
1227,13133
4521,14823
27602,63889
40048,61423
58622,61648
42385,47942
11535,51045
8791,18882
35630,37939
7522,49600
10474,29928
48747,62493
1539,22495
21688,58119
34558,56348
7136,51382
7493,10437
14888,49418
38500,49074
32730,67572
5501,7806
16512,66882
43018,68631
20338,23485
35424,59471
2790,27602
22725,57206
2127,60216
10659,47725
48248,64011
38055,40435
32609,41302
2784,26702
8414,64063
5999,34871
768,48089
1597,2009
11683,23420
1481,36679
26827,52314
22057,54112
3315,19142
27101,40732
2318,49421
28847,57125
51706,61169
2101,53825
39169,42732
19365,36290
4344,6481
32609,36998
26770,42600
13717,60885
27346,54126
30744,65338
26137,52024
11059,27122
37112,50518
38971,52820
54465,57878
1539,23962
37737,39478
33715,48851
7701,17304
19615,28240
46932,56910
16,4997
12498,14456
47226,57738
2995,23588
29959,47509
22932,56388
42274,64031
2619,52516
23026,38334
2016,61174
48993,65316
58546,64787
44842,68477
6055,49958
65022,68004
805,17512
47864,57018
27312,40517
53907,54218
3228,47969
7139,41143
